Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,SKY,TNXP,AAPL,SKY,TNXP,AAPL,SKY,TNXP,AAPL,SKY,TNXP,AAPL,SKY,TNXP
Date,,,,,,,,,,,,,,,
2020-02-05,77.7225570678711,29.09000015258789,1088000.0,78.52287271376575,29.190000534057617,1145600.0,77.11808861152979,28.049999237060547,992000.0,78.22305134186004,28.579999923706055,1036800.0,118826800,422000,3
2020-02-06,78.63167572021484,29.059999465942383,556800.0,78.63409595534088,29.3700008392334,710400.0,77.43483255655748,28.75,448000.0,77.99336084201738,29.329999923706055,448000.0,105425600,343100,8
2020-02-07,77.5628662109375,29.5,339200.0,78.3796223944295,29.56999969482422,377600.0,77.070873196759,28.850000381469727,332800.0,78.12999061671879,28.8799991607666,339200.0,117684000,380700,16
2020-02-10,77.9312515258789,28.989999771118164,320000.0,77.9312515258789,29.549999237060547,339200.0,76.06507446922856,28.940000534057617,307200.0,76.1450504217699,29.3799991607666,339200.0,109348800,479500,3
2020-02-11,77.46106719970703,28.6200008392334,300800.0,78.50079892091712,29.270000457763672,320000.0,77.242943577511,28.530000686645508,288000.0,78.42809351227764,29.18000030517578,313600.0,94323200,716400,3
2020-02-12,79.30058288574219,28.200000762939453,300800.0,79.30542744679461,28.90999984741211,307200.0,77.91185062961374,28.0,294400.0,77.91185062961374,28.700000762939453,300800.0,113730400,725600,1
2020-02-13,78.73589324951172,28.440000534057617,300800.0,79.06308239609403,29.219999313354492,313600.0,78.36750683488538,28.139999389648438,288000.0,78.57108938477977,28.25,300800.0,94747600,333200,2
2020-02-14,78.75528717041016,28.09000015258789,281600.0,79.0049189494575,28.56999969482422,307200.0,78.24632709184701,27.43000030517578,275200.0,78.70438598515923,28.479999542236328,307200.0,80113600,432200,4
2020-02-18,77.313232421875,28.989999771118164,275200.0,77.49500334449696,29.15999984741211,281600.0,76.24926307124777,28.010000228881836,262400.0,76.43103399386973,28.1299991607666,281600.0,152531200,549400,2
2020-02-19,78.43293762207031,28.440000534057617,268800.0,78.6631837418977,29.459999084472656,281600.0,77.55559118024817,28.389999389648438,262400.0,77.55559118024817,29.18000030517578,281600.0,93984000,403600,1
2020-02-20,77.62828826904297,29.049999237060547,288000.0,78.68256095291854,29.139999389648438,300800.0,77.12175425598554,28.1200008392334,268800.0,78.19299399872004,28.450000762939453,275200.0,100566000,379300,2
2020-02-21,75.8711929321289,29.040000915527344,275200.0,77.66467225464882,29.309999465942383,294400.0,75.2531746495572,28.6200008392334,268800.0,77.22114698677865,28.8799991607666,294400.0,129554000,244300,2
2020-02-24,72.26725769042969,28.09000015258789,275200.0,73.72142482703582,28.84000015258789,275200.0,70.09812948275813,27.75,256000.0,72.04428953806494,28.239999771118164,268800.0,222195200,376200,2
2020-02-25,69.81942749023438,26.139999389648438,256000.0,73.32155060377019,28.270000457763672,281600.0,69.34682747801553,25.93000030517578,249600.0,72.93862307301592,28.139999389648438,275200.0,230673600,712100,2
2020-02-26,70.927001953125,26.6200008392334,576000.0,72.19455366055257,27.450000762939453,787200.0,69.43648208910632,26.079999923706055,480000.0,69.4437526290761,26.239999771118164,537600.0,198054800,782000,258
2020-02-27,66.29064178466797,25.440000534057617,1107200.0,69.31531263503878,26.6200008392334,1267200.0,66.154920085896,25.200000762939453,832000.0,68.12774407264509,26.040000915527344,1248000.0,320605600,394200,141
2020-02-28,66.2518539428711,25.479999542236328,691200.0,67.4757824380709,26.010000228881836,928000.0,62.134139530313654,24.18000030517578,652800.0,62.34984454807426,24.440000534057617,908800.0,426510000,697300,60
2020-03-02,72.4199447631836,25.510000228881836,870400.0,73.0573558601896,25.940000534057617,896000.0,67.30854828272852,24.639999389648438,768000.0,68.41371468951469,25.770000457763672,838400.0,341397200,512200,36
2020-03-03,70.11993408203125,25.530000686645508,748800.0,73.67779421161765,26.25,793600.0,69.26681804701707,25.0,723200.0,73.59781828147297,25.649999618530273,768000.0,319475600,650700,14
2020-03-04,73.3724136352539,27.219999313354492,678400.0,73.53237288497041,27.25,736000.0,71.04332648790448,25.899999618530273,646400.0,71.84554131856758,26.059999465942383,729600.0,219178400,668200,15
2020-03-05,70.9924545288086,26.18000030517578,729600.0,72.5993032659202,26.790000915527344,748800.0,70.62648670581913,25.649999618530273,672000.0,71.6225878078589,26.68000030517578,729600.0,187572800,444900,15
2020-03-06,70.0496597290039,26.65999984741211,659200.0,70.48348836275598,26.780000686645508,716800.0,68.15924526304715,24.950000762939453,633600.0,68.34586073075151,25.309999465942383,710400.0,226176800,656400,15
2020-03-09,64.5093002319336,21.549999237060547,633600.0,67.39824232728182,25.0,723200.0,63.74101177856693,21.1200008392334,588800.0,63.92278272470353,24.979999542236328,723200.0,286744800,834800,15
2020-03-10,69.15535736083984,22.049999237060547,544000.0,69.42195621190889,22.530000686645508,601600.0,65.2848479487525,20.889999389648438,435200.0,67.16799957236155,22.010000228881836,601600.0,285290000,522600,16
2020-03-11,66.7535400390625,20.579999923706055,531200.0,68.15681338440555,22.010000228881836,544000.0,65.88830882534532,20.020000457763672,467200.0,67.22857329146201,21.360000610351562,499200.0,255598800,609700,8
2020-03-12,60.161319732666016,18.299999237060547,486400.0,65.43752410022596,19.770000457763672,499200.0,60.1055776920594,18.079999923706055,422400.0,62.02992621470894,19.010000228881836,480000.0,418474000,548200,8
2020-03-13,67.36914825439453,18.670000076293945,409600.0,67.84175558934598,19.440000534057617,460800.0,61.30526952735632,17.200000762939453,396800.0,64.19906676832508,19.440000534057617,448000.0,370732000,731800,5
2020-03-16,58.70230484008789,16.1200008392334,339200.0,62.79093319087167,18.170000076293945,384000.0,58.1666849886367,15.699999809265137,320000.0,58.63928856454173,18.170000076293945,371200.0,322423600,698800,5
2020-03-17,61.283447265625,15.479999542236328,371200.0,62.43465915638621,17.5,454400.0,57.77890302465822,15.020000457763672,352000.0,59.986813491504265,16.350000381469727,371200.0,324056000,935500,5
2020-03-18,59.78323745727539,13.630000114440918,339200.0,60.59030070646208,14.869999885559082,416000.0,57.46868723066085,10.819999694824219,332800.0,58.11094663703243,14.869999885559082,384000.0,300233600,1809300,5
2020-03-19,59.32516860961914,15.220000267028809,364800.0,61.278599104517625,15.770000457763672,371200.0,58.79924529931094,13.029999732971191,339200.0,59.95773142950838,13.569999694824219,371200.0,271857200,997600,4
2020-03-20,55.55888748168945,14.359999656677246,620800.0,61.033826561579104,15.710000038146973,832000.0,55.25835823713997,13.34000015258789,556800.0,59.90684466812261,15.520000457763672,704000.0,401693200,1010500,129
2020-03-23,54.37858581542969,13.869999885559082,544000.0,55.37953883867535,14.300000190734863,601600.0,51.52841919602518,13.300000190734863,454400.0,55.277747569925765,14.300000190734863,601600.0,336752800,782300,22
2020-03-24,59.834144592285156,14.75,633600.0,60.03045660655015,15.579999923706055,672000.0,56.78523972496781,14.279999732971191,499200.0,57.28450329165139,14.369999885559082,537600.0,287531200,778200,18
2020-03-25,59.504520416259766,15.84000015258789,473600.0,62.58977733010226,16.610000610351562,608000.0,59.20883946854917,15.0,460800.0,60.77206840473627,15.0,588800.0,303602000,818800,18
2020-03-26,62.635826110839844,16.739999771118164,460800.0,62.69399042923719,17.18000030517578,486400.0,59.708102511703466,15.869999885559082,428800.0,59.74688118939386,15.960000038146973,448000.0,252087200,1022100,6
2020-03-27,60.042564392089844,15.420000076293945,467200.0,62.012958412771816,16.56999969482422,473600.0,59.875334574134676,15.3100004196167,416000.0,61.25679266007546,16.170000076293945,467200.0,204216800,640200,4
2020-03-30,61.75606155395508,16.18000030517578,435200.0,61.92813964643738,16.399999618530273,473600.0,60.444886473049856,14.9399995803833,428800.0,60.76965331673908,15.510000228881836,467200.0,167976400,542600,5
2020-03-31,61.63002395629883,15.680000305175781,454400.0,63.6173849288287,16.780000686645508,467200.0,61.075018471181984,15.59000015258789,416000.0,61.94752021431129,16.020000457763672,428800.0,197002000,539400,4
2020-04-01,58.38723373413086,12.989999771118164,416000.0,60.280073989764986,15.180000305175781,448000.0,57.9558311223944,12.970000267028809,396800.0,59.74203186534972,14.859999656677246,435200.0,176218400,908200,3
2020-04-02,59.36153030395508,12.539999961853027,435200.0,59.41485006682693,14.220000267028809,454400.0,57.41537005354861,12.100000381469727,409600.0,58.24909322048442,13.050000190734863,409600.0,165934000,1473300,3
2020-04-03,58.508419036865234,12.210000038146973,441600.0,59.54814697291925,12.6899995803833,480000.0,57.91705710849798,11.739999771118164,416000.0,58.84530096187596,12.300000190734863,435200.0,129880000,657600,8
2020-04-06,63.61254119873047,14.390000343322754,467200.0,63.76764851271487,14.979999542236328,473600.0,60.44003414092345,12.829999923706055,428800.0,60.80842048337832,12.829999923706055,448000.0,201820400,625200,3
2020-04-07,62.87576675415039,14.489999771118164,448000.0,65.84954352590515,15.600000381469727,473600.0,62.77155320925698,14.039999961853027,441600.0,65.6314125205115,14.430000305175781,460800.0,202887200,943900,3
2020-04-08,64.48503875732422,16.209999084472656,448000.0,64.80010532216062,16.610000610351562,460800.0,63.312011573340016,14.489999771118164,435200.0,63.67797191329824,14.739999771118164,435200.0,168895200,709800,3
2020-04-09,64.95037078857422,16.950000762939453,460800.0,65.45448618898067,18.110000610351562,480000.0,64.15300782522117,16.399999618530273,428800.0,65.12245255308986,17.100000381469727,441600.0,161834800,575500,4
2020-04-13,66.22518920898438,16.479999542236328,492800.0,66.33425469318199,17.110000610351562,512000.0,64.42686608662422,15.699999809265137,448000.0,65.02792444640441,16.739999771118164,473600.0,131022800,711100,5
2020-04-14,69.56977844238281,17.0,512000.0,69.86061483646596,17.149999618530273,531200.0,67.38852767558943,16.469999313354492,480000.0,67.86113496690535,16.770000457763672,499200.0,194994800,598900,4
2020-04-15,68.93480682373047,15.569999694824219,492800.0,69.39529170786052,16.229999542236328,505600.0,68.01383705547038,15.300000190734863,473600.0,68.44281379449058,16.229999542236328,499200.0,131154400,432800,3
2020-04-16,69.4825439453125,15.850000381469727,480000.0,69.8485117816668,16.040000915527344,499200.0,68.43069705947066,14.970000267028809,473600.0,69.64977379131028,15.579999923706055,480000.0,157125200,775700,2
2020-04-17,68.53974151611328,16.829999923706055,473600.0,69.54554637079254,17.149999618530273,480000.0,67.1001154570163,16.299999237060547,467200.0,68.99780771504257,16.739999771118164,473600.0,215250000,424000,2
2020-04-20,67.11709594726562,15.739999771118164,499200.0,68.26831182918983,16.479999542236328,512000.0,67.09771030256397,15.569999694824219,467200.0,67.36430914394938,16.31999969482422,480000.0,130015200,314700,5
2020-04-21,65.04248046875,15.520000457763672,486400.0,67.19464932019156,15.699999809265137,518400.0,64.3299378788463,15.020000457763672,467200.0,66.95955863717874,15.220000267028809,499200.0,180991600,304800,4
2020-04-22,66.91593170166016,15.65999984741211,448000.0,67.35217892207115,16.18000030517578,486400.0,65.9707244599182,15.5,416000.0,66.31244725801642,16.020000457763672,480000.0,116862400,337500,4
2020-04-23,66.6565933227539,16.049999237060547,435200.0,68.28526070625729,16.600000381469727,454400.0,66.61781464739953,15.720000267028809,422400.0,66.86017582115733,15.739999771118164,441600.0,124814400,694300,3
2020-04-24,68.58094024658203,16.65999984741211,441600.0,68.59063676429346,16.760000228881836,460800.0,67.1340437726702,16.06999969482422,435200.0,67.18251896495144,16.239999771118164,435200.0,126161200,355700,3
2020-04-27,68.6294174194336,18.010000228881836,460800.0,68.96145104694212,18.049999237060547,460800.0,67.84901413734978,16.709999084472656,435200.0,68.29737639564895,16.850000381469727,441600.0,117087600,512200,2
2020-04-28,67.51697540283203,20.59000015258789,441600.0,69.27409398731281,20.729999542236328,460800.0,67.42488436575898,18.65999984741211,384000.0,69.09232309926307,18.65999984741211,460800.0,112004800,1058900,4
2020-04-29,69.73456573486328,20.84000015258789,454400.0,70.20474688597882,21.829999923706055,454400.0,68.80389994811296,20.450000762939453,428800.0,69.00748239556388,21.489999771118164,441600.0,137280800,804100,2
2020-04-30,71.20573425292969,19.709999084472656,428800.0,71.38266063296354,20.709999084472656,448000.0,69.88486984181203,19.489999771118164,403200.0,70.27506791484686,20.469999313354492,448000.0,183064000,537500,4
2020-05-01,70.0593490600586,19.469999313354492,448000.0,72.46599383609758,19.600000381469727,454400.0,69.27894575366496,18.559999465942383,422400.0,69.37588874776901,18.950000762939453,454400.0,240616800,668100,4
2020-05-04,71.05062103271484,19.389999389648438,492800.0,71.17907219230422,19.549999237060547,524800.0,69.39287106137577,18.540000915527344,422400.0,70.08360206516988,18.799999237060547,448000.0,133568000,333300,16
2020-05-05,72.11700439453125,19.899999618530273,460800.0,72.95072758723038,20.969999313354492,492800.0,71.36568312949365,19.700000762939453,448000.0,71.51110134148117,19.8700008392334,492800.0,147751200,380900,5
2020-05-06,72.86104583740234,20.06999969482422,448000.0,73.49360499399509,20.450000762939453,460800.0,72.43448777558325,19.799999237060547,441600.0,72.81984118068168,19.84000015258789,454400.0,142333600,319900,2
2020-05-07,73.61479187011719,20.559999465942383,454400.0,73.96137402305452,20.829999923706055,537600.0,73.1858151892616,20.200000762939453,441600.0,73.48876670304365,20.389999389648438,518400.0,115215200,391100,30
2020-05-08,75.36692810058594,21.81999969482422,460800.0,75.42039218313751,21.8700008392334,467200.0,73.94770849211302,20.889999389648438,428800.0,74.27578320702963,21.25,448000.0,133838400,555100,6
2020-05-11,76.5528793334961,21.3799991607666,454400.0,77.04862926819315,21.90999984741211,460800.0,74.66463023297625,20.65999984741211,441600.0,74.8736289600459,21.469999313354492,448000.0,145946400,579600,4
2020-05-12,75.67800903320312,19.979999542236328,448000.0,77.6901917346119,21.530000686645508,467200.0,75.55650039805452,19.950000762939453,441600.0,77.23817575538389,21.40999984741211,460800.0,162301200,823900,6
2020-05-13,74.76424407958984,19.059999465942383,441600.0,76.78129139682004,20.030000686645508,460800.0,73.68524706080568,18.809999465942383,428800.0,75.85782153784702,19.739999771118164,454400.0,200622400,394200,5
2020-05-14,75.22357177734375,19.389999389648438,441600.0,75.28432609802991,19.40999984741211,448000.0,73.27700096934342,17.579999923706055,428800.0,74.0011951417901,18.43000030517578,435200.0,158929200,683400,3
2020-05-15,74.77883911132812,20.3799991607666,441600.0,74.82501298410193,20.489999771118164,467200.0,72.95620965856679,19.209999084472656,428800.0,72.9902356348415,19.34000015258789,435200.0,166348400,565400,5
2020-05-18,76.54072570800781,22.809999465942383,467200.0,76.91497442156756,22.979999542236328,512000.0,75.41312930756065,21.899999618530273,448000.0,76.10573008655975,22.010000228881836,467200.0,135178400,740900,25
2020-05-19,76.09842681884766,22.329999923706055,448000.0,77.40585342154391,23.459999084472656,512000.0,76.0668333890782,22.079999923706055,441600.0,76.55772557449362,22.40999984741211,499200.0,101729600,600800,23
2020-05-20,77.57839965820312,24.0,448000.0,77.64886932121465,25.020000457763672,460800.0,76.91981756866943,22.90999984741211,435200.0,76.95870121876094,23.309999465942383,454400.0,111504800,936500,9
2020-05-21,77.00001525878906,24.350000381469727,448000.0,77.98180700129258,25.0,460800.0,76.76185568975818,21.3700008392334,441600.0,77.43987587720596,24.0,460800.0,102688800,1268900,7
2020-05-22,77.49578094482422,24.469999313354492,441600.0,77.57840592683334,25.420000076293945,448000.0,76.6354977307433,23.969999313354492,435200.0,76.73756083121987,24.799999237060547,448000.0,81803200,560300,6
2020-05-26,76.97087097167969,25.350000381469727,435200.0,78.79592582486933,26.690000534057617,448000.0,76.91497432363046,25.299999237060547,435200.0,78.61609539871866,25.90999984741211,448000.0,125522000,808100,6
2020-05-27,77.30621337890625,27.0,422400.0,77.45202521130052,27.200000762939453,435200.0,76.0862694610132,25.209999084472656,409600.0,76.82747651889329,26.010000228881836,435200.0,112945200,751500,6
2020-05-28,77.34024047851562,24.360000610351562,435200.0,78.6015006101808,27.559999465942383,441600.0,76.70353646464031,24.020000457763672,409600.0,76.9805722755511,27.40999984741211,416000.0,133560800,693600,8
2020-05-29,77.26488494873047,24.84000015258789,416000.0,78.04496804163642,25.68000030517578,460800.0,76.90764938755552,23.920000076293945,409600.0,77.58323687006983,23.979999542236328,422400.0,153532400,511700,12
2020-06-01,78.21509552001953,24.899999618530273,422400.0,78.33660413278442,25.68000030517578,448000.0,77.0874920337387,24.299999237060547,422400.0,77.218723412088,24.809999465942383,448000.0,80791200,523700,13
2020-06-02,78.57720947265625,24.610000610351562,422400.0,78.60151268485856,25.43000030517578,428800.0,77.50550233633703,24.43000030517578,416000.0,77.94779558300193,25.049999237060547,428800.0,87642800,436900,5
2020-06-03,79.00977325439453,26.049999237060547,416000.0,79.27223605785474,26.40999984741211,422400.0,78.32446277639103,25.06999969482422,409600.0,78.89798738729773,25.190000534057617,422400.0,104491200,674900,5
2020-06-04,78.32933044433594,24.299999237060547,416000.0,79.13128449132041,26.200000762939453,422400.0,77.95508176147044,24.18000030517578,403200.0,78.83237798726375,25.770000457763672,422400.0,87560400,694200,8
2020-06-05,80.56023406982422,26.59000015258789,435200.0,80.62098839416043,26.81999969482422,454400.0,78.55048369064991,25.010000228881836,409600.0,78.5796445797234,25.719999313354492,416000.0,137250400,844300,32
2020-06-08,81.03653717041016,25.670000076293945,467200.0,81.07056314819836,27.3700008392334,473600.0,79.54441498185327,25.299999237060547,435200.0,80.25645380649277,27.059999465942383,460800.0,95654400,947700,26
2020-06-09,83.59552764892578,25.31999969482422,454400.0,83.98921453067982,25.760000228881836,486400.0,80.68418482808778,24.950000762939453,441600.0,80.71577826709525,25.600000381469727,467200.0,147712400,631300,22
2020-06-10,85.7462158203125,24.709999084472656,422400.0,86.21523738880465,25.440000534057617,473600.0,84.10584918729383,24.299999237060547,384000.0,84.5457098689179,25.25,473600.0,166651600,852500,21
2020-06-11,81.62947845458984,21.709999084472656,435200.0,85.31362020747427,24.0,467200.0,81.52741538064272,21.700000762939453,390400.0,84.88834009466916,23.100000381469727,403200.0,201662400,932300,33
2020-06-12,82.33425903320312,22.399999618530273,396800.0,84.52141475338468,23.34000015258789,448000.0,81.22124305210475,21.700000762939453,396800.0,83.77292472564989,22.799999237060547,448000.0,200146000,672700,20
2020-06-15,83.35248565673828,24.280000686645508,396800.0,84.00620266393342,24.290000915527344,416000.0,80.82267515019947,21.309999465942383,390400.0,80.98549997370785,21.309999465942383,403200.0,138808800,542800,19
2020-06-16,85.56151580810547,25.020000457763672,403200.0,85.83370137590062,25.5,416000.0,83.77291228895632,24.1299991607666,390400.0,85.41084628969108,25.34000015258789,396800.0,165428800,426600,19
2020-06-17,85.44244384765625,24.440000534057617,403200.0,86.36833908315948,25.59000015258789,435200.0,85.32093520870518,24.31999969482422,396800.0,86.30758476368395,25.0,403200.0,114406400,319200,22
2020-06-18,85.47647094726562,23.68000030517578,403200.0,85.89446096739049,24.68000030517578,454400.0,84.86649519851686,23.510000228881836,396800.0,85.39870363740545,23.989999771118164,448000.0,96820400,281300,66
2020-06-19,84.98800659179688,23.09000015258789,396800.0,86.65024395832843,24.149999618530273,416000.0,83.8774158013372,22.81999969482422,396800.0,86.18365491665244,24.010000228881836,409600.0,264476000,830400,18
2020-06-22,87.21160125732422,23.6200008392334,396800.0,87.35498054805204,23.75,416000.0,85.33550774901583,22.579999923706055,396800.0,85.3816816208449,22.84000015258789,403200.0,135445200,396800,16
2020-06-23,89.07312774658203,23.739999771118164,396800.0,90.4947803881452,24.020000457763672,396800.0,88.03787170937105,23.1299991607666,384000.0,88.45829429442931,23.899999618530273,396800.0,212155600,335900,13
2020-06-24,87.50081634521484,22.899999618530273,384000.0,89.62236023563854,23.350000381469727,390400.0,87.12656759285979,22.100000381469727,364800.0,88.70132250891346,23.25,390400.0,192623200,560600,13
2020-06-25,88.66242218017578,23.43000030517578,377600.0,88.70130583433298,23.549999237060547,377600.0,86.89568925164441,22.309999465942383,364800.0,87.65633451294114,22.559999465942383,377600.0,137522400,486300,9
2020-06-26,85.93819427490234,22.690000534057617,384000.0,88.77906661891221,23.18000030517578,422400.0,85.78994989080277,22.459999084472656,377600.0,88.55792002381165,23.18000030517578,384000.0,205256800,1668000,66
2020-06-29,87.91877746582031,24.219999313354492,396800.0,88.01355774997114,24.360000610351562,409600.0,85.36709642622178,22.59000015258789,384000.0,85.84584068935075,22.959999084472656,403200.0,130646000,422700,21
2020-06-30,88.65269470214844,24.34000015258789,390400.0,88.9394607092836,24.420000076293945,396800.0,87.48621480460635,23.6299991607666,384000.0,87.50565292250278,24.15999984741211,390400.0,140223200,480700,8
2020-07-01,88.48503112792969,23.950000762939453,390400.0,89.27483740277849,24.719999313354492,396800.0,88.43643211464202,23.610000610351562,377600.0,88.73048098963713,24.31999969482422,384000.0,110737200,508600,10
2020-07-02,88.48503112792969,24.100000381469727,384000.0,90.03062510995592,24.899999618530273,390400.0,88.3708201093687,23.90999984741211,377600.0,89.3939209303781,24.530000686645508,390400.0,114041600,623000,8
2020-07-06,90.85199737548828,24.520000457763672,377600.0,91.3210188724847,25.09000015258789,384000.0,89.88478608277487,24.149999618530273,371200.0,89.91637951083226,24.68000030517578,377600.0,118655600,303400,8
2020-07-07,90.57009887695312,23.56999969482422,390400.0,92.0111893796949,24.65999984741211,396800.0,90.45831301928035,23.479999542236328,377600.0,91.2311060890885,24.229999542236328,384000.0,112424400,448500,12
2020-07-08,92.67950439453125,24.229999542236328,422400.0,92.71109782941653,24.520000457763672,441600.0,91.46198537616378,23.549999237060547,396800.0,91.54947545863833,23.549999237060547,403200.0,117092000,352200,48
2020-07-09,93.07805633544922,23.43000030517578,422400.0,93.62727037791086,24.270000457763672,435200.0,92.0282198433449,23.06999969482422,384000.0,93.57380627647132,24.270000457763672,422400.0,125642800,474800,29
2020-07-10,93.24087524414062,24.3799991607666,409600.0,93.2992044388239,24.520000457763672,435200.0,92.05981473407041,23.510000228881836,403200.0,92.67221565599948,23.610000610351562,428800.0,90257200,301300,13
2020-07-13,92.81072998046875,23.549999237060547,352000.0,97.16317034048585,24.8700008392334,467200.0,92.59687358818513,23.5,332800.0,94.54830204332501,24.6200008392334,435200.0,191649200,516000,100
2020-07-14,94.34659576416016,24.530000686645508,364800.0,94.53857406439258,24.540000915527344,364800.0,91.25541584676947,23.469999313354492,339200.0,92.19102638698895,23.469999313354492,352000.0,170989200,481800,19
2020-07-15,94.99544525146484,26.0,364800.0,96.47541947180446,26.209999084472656,364800.0,93.79493939627933,25.149999618530273,352000.0,96.22511199118148,25.280000686645508,358400.0,153198000,569600,12
2020-07-16,93.82653045654297,26.440000534057617,409600.0,94.68438106422201,26.540000915527344,416000.0,93.22627754411272,25.760000228881836,364800.0,93.86541410703498,26.190000534057617,403200.0,110577600,310700,69
2020-07-17,93.63697814941406,26.459999084472656,518400.0,94.43407445102358,26.90999984741211,563200.0,93.16309153453818,26.139999389648438,422400.0,94.27854726393537,26.56999969482422,428800.0,92186800,380200,149
2020-07-20,95.61029052734375,26.690000534057617,992000.0,95.74881216241437,26.739999771118164,1190400.0,93.37939358732925,25.899999618530273,678400.0,93.72448140194915,26.219999313354492,768000.0,90318000,278700,416
